,Latitude,Longitude,City,Country,Max Temp.,Humidity,Cloudiness,Windiness,Date
188,-38.0023,-57.5575,Mar del Plata,AR,15.56,58,0,3.09,1610424700
189,-15.5333,167.1667,Luganville,VU,30.04,73,100,2.88,1610424928
192,-5.6667,132.75,Tual,ID,29.66,68,17,3.54,1610424932
197,-33.0153,27.9116,East London,ZA,21.0,100,40,1.03,1610424937
199,-0.8725,14.8206,Ewo,CG,22.95,82,18,2.49,1610424940
203,-39.0333,177.3667,Wairoa,NZ,23.33,60,13,4.02,1610424945
205,-42.8794,147.3294,Hobart,AU,23.33,45,20,9.26,1610424754
206,-34.0033,24.7314,Kruisfontein,ZA,20.0,95,100,5.84,1610424948
212,-15.4311,-74.6158,Acarí,PE,21.78,71,100,1.84,1610424955
219,-42.7692,-65.0385,Puerto Madryn,AR,13.85,47,15,4.07,1610424963
232,-33.8667,121.9,Esperance,AU,29.0,28,96,3.09,1610424980
233,-9.4333,159.95,Honiara,SB,27.02,85,100,3.49,1610424731
234,-22.9337,26.5703,Kalamare,BW,19.52,73,1,6.49,1610424982
237,-35.6167,174.5,Ngunguru,NZ,25.0,61,77,4.47,1610424985
239,-3.7703,-70.3831,Puerto Nariño,CO,25.0,100,75,0.79,1610424988
240,-8.45,115.6167,Amlapura,ID,30.0,79,20,3.6,1610424989
243,-26.3667,-70.05,Diego de Almagro,CL,14.15,48,83,0.23,1610424992
244,-0.9492,100.3543,Padang,ID,27.41,72,100,1.28,1610424994
245,-14.25,129.55,Port Keats,AU,33.79,55,91,3.07,1610424995
256,-35.1667,173.1667,Ahipara,NZ,21.37,63,77,2.05,1610425010
259,-34.4833,-54.3333,Rocha,UY,20.73,92,100,6.66,1610425013
262,-12.7333,-69.1833,Tambopata,PE,23.55,94,99,1.42,1610425017
273,-8.103,156.8419,Gizo Government Station,SB,27.51,82,100,5.6,1610425030
276,-19.9842,57.6142,Cap Malheureux,MU,27.78,84,100,4.47,1610425033
283,-14.6585,17.691,Menongue,AO,17.12,85,100,1.66,1610425043
288,-10.6167,150.6667,Samarai,PG,30.82,69,77,4.28,1610425049
289,-22.9575,14.5053,Walvis Bay,NA,20.0,88,75,1.03,1610425050
292,-25.6533,-48.5128,Pontal do Paraná,BR,20.0,84,11,5.36,1610425053
294,-31.6333,-60.7,Santa Fe,AR,21.24,66,100,7.02,1610425036
295,-19.55,169.2667,Isangel,VU,27.0,94,90,3.19,1610425055
304,-16.1667,49.7667,Mananara,MG,25.36,72,6,1.39,1610425068
306,-40.8135,-62.9967,Viedma,AR,14.05,36,0,3.45,1610425072
308,-5.5569,-80.8222,Sechura,PE,22.53,73,52,5.17,1610425074
310,-2.6741,141.3028,Vanimo,PG,29.97,68,51,3.36,1610425076
311,-21.6403,-41.0511,São João da Barra,BR,24.53,86,4,7.68,1610425078
315,-2.0226,147.2712,Lorengau,PG,29.11,75,100,3.53,1610425082
323,-22.2833,44.5167,Ankazoabo,MG,25.7,70,0,1.48,1610425093
334,-29.6643,17.8865,Springbok,ZA,17.36,51,3,0.82,1610425107
336,-14.9003,50.2788,Antalaha,MG,25.12,78,17,2.01,1610425109
340,-3.4167,114.85,Martapura,ID,28.0,78,94,3.09,1610425115
343,-26.6481,15.1594,Lüderitz,NA,17.56,85,11,5.79,1610425118
348,-23.85,151.25,Gladstone,AU,29.0,54,75,8.75,1610425125
353,-45.8667,-67.5,Comodoro Rivadavia,AR,14.0,35,0,9.26,1610425013
354,-16.7,-151.0167,Fare,PF,27.23,77,100,8.52,1610425132
363,-3.2033,-52.2064,Altamira,BR,22.18,96,100,1.03,1610425143
364,-35.3333,-72.4167,Constitución,CL,12.95,60,0,3.99,1610424956
366,-45.4167,167.7167,Te Anau,NZ,22.37,47,0,2.64,1610425146
367,-0.6136,-47.3561,Salinópolis,BR,26.01,85,63,4.44,1610425148
369,-33.6971,-53.4616,Chui,UY,20.89,91,100,3.25,1610425150
372,-45.8742,170.5036,Dunedin,NZ,18.09,72,0,5.66,1610425153
385,-38.9516,-68.0591,Neuquén,AR,10.0,57,0,1.54,1610425170
391,-14.4667,132.2667,Katherine,AU,35.0,43,3,2.57,1610425177
394,-0.9,-89.6,Puerto Baquerizo Moreno,EC,23.14,87,3,4.21,1610425180
395,-20.4431,-53.7592,Ribas do Rio Pardo,BR,26.46,61,77,0.75,1610425181
402,-6.8205,30.4389,Karema,TZ,21.08,82,100,2.07,1610425189
404,-23.65,-70.4,Antofagasta,CL,18.0,77,75,2.57,1610425098
411,-34.7333,135.8667,Port Lincoln,AU,19.89,52,1,5.26,1610425200
413,-30.2752,-57.6007,Bella Union,UY,21.47,94,100,4.87,1610425204
418,-21.3667,55.6167,Saint-Joseph,RE,29.0,74,75,3.6,1610425210
425,-20.2078,57.7625,Quatre Cocos,MU,27.78,94,75,7.2,1610425220
431,-37.8333,140.7667,Mount Gambier,AU,22.0,43,0,7.2,1610425228
437,-20.1,146.2667,Charters Towers,AU,29.1,66,96,5.0,1610425235
446,-22.4333,-151.3333,Moerai,PF,26.89,79,100,7.73,1610425246
448,-3.8,103.5333,Lahat,ID,23.75,92,100,1.74,1610425249
452,-16.9167,145.7667,Cairns,AU,28.89,78,75,5.14,1610424743
453,-32.85,-70.9667,Llaillay,CL,18.0,48,0,3.6,1610425256
457,-12.1167,-77.05,San Isidro,PE,21.0,83,40,4.63,1610425263
460,-21.35,165.15,Poya,NC,29.29,73,97,1.95,1610425266
463,-25.0519,33.6442,Xai-Xai,MZ,24.57,77,21,1.11,1610425271
466,-23.3833,150.5,Rockhampton,AU,31.0,48,75,4.63,1610425146
472,-35.7167,150.1833,Batemans Bay,AU,31.67,32,38,3.89,1610425283
475,-5.1992,-39.2928,Quixeramobim,BR,23.33,86,89,1.56,1610425286
478,-26.5833,18.1333,Keetmanshoop,NA,20.0,68,71,1.54,1610425290
481,-12.5211,-76.7372,Chilca,PE,21.0,83,40,4.63,1610425294
492,-0.9131,122.8766,Biak,ID,29.94,65,97,0.45,1610425307
495,-13.8483,136.4192,Alyangula,AU,25.0,100,75,2.57,1610425310
499,-1.7656,-55.8661,Oriximiná,BR,24.5,85,45,1.34,1610425315
502,-3.7661,-49.6725,Tucuruí,BR,23.0,95,100,1.06,1610425318
520,-9.8756,-56.0861,Alta Floresta,BR,22.09,95,100,0.84,1610425346
529,-16.0667,167.3833,Norsup,VU,30.13,68,100,2.7,1610425358
531,-2.3889,40.4382,Witu,KE,26.0,78,75,2.57,1610425360
533,-1.2667,104.0833,Simpang,ID,24.3,96,100,1.9,1610425364
535,-22.116,14.2845,Henties Bay,NA,20.0,86,90,0.89,1610425366
536,-11.0964,-77.6139,Hualmay,PE,20.85,85,84,3.2,1610425367
538,-5.2269,-75.6753,Lagunas,PE,22.74,97,100,1.02,1610425370
540,-21.3393,55.4781,Saint-Pierre,RE,29.0,74,75,3.6,1610425372
542,-3.432,10.6554,Mayumba,GA,25.39,87,92,4.66,1610425374
545,-3.9931,-79.2042,Loja,EC,12.22,93,21,0.98,1610425378
547,-1.5746,9.2618,Omboué,GA,24.88,86,99,1.97,1610425380
