,Latitude,Longitude,City,Country,Max Temp.,Humidity,Cloudiness,Windiness,Date
140,71.9667,102.5,Khatanga,RU,-22.83,86,100,9.89,1610542007
141,-21.3585,55.7679,Saint-Philippe,RE,84.2,79,75,8.05,1610541787
142,-8.9266,125.4092,Airai,TL,63.54,100,100,2.04,1610542009
143,40.0824,49.412,Qobustan,AZ,48.2,87,90,29.93,1610542011
144,-24.5917,27.4116,Thabazimbi,ZA,89.01,42,100,1.99,1610542012
145,53.1333,132.9,Tokur,RU,-18.76,89,100,3.91,1610542013
146,-15.1961,12.1522,Mossamedes,AO,82.4,54,20,16.11,1610542014
147,14.9215,-23.5087,Praia,CV,75.2,57,75,21.85,1610542015
148,78.2186,15.6401,Longyearbyen,SJ,21.2,73,75,8.05,1610542017
149,-33.8667,121.9,Esperance,AU,59.0,67,2,12.66,1610542018
150,70.6333,147.9167,Chokurdakh,RU,-39.44,83,12,0.4,1610542019
151,11.2833,-15.8333,Bubaque,GW,78.58,52,0,8.81,1610542020
152,53.5237,-2.4935,Atherton,GB,39.99,89,100,3.15,1610542021
153,11.7361,41.0853,Dubti,ET,88.25,23,72,15.19,1610542023
154,9.4942,50.8122,Bandarbeyla,SO,76.6,62,0,24.47,1610542024
155,-45.5752,-72.0662,Coyhaique,CL,48.2,81,75,1.79,1610542025
156,37.6775,-113.0619,Cedar City,US,21.2,63,1,5.75,1610542026
157,4.9333,-52.3333,Cayenne,GF,80.6,83,90,4.61,1610541882
158,33.3597,129.5531,Hirado,JP,45.0,87,40,10.36,1610542030
159,22.8909,-109.9124,Cabo San Lucas,MX,57.0,43,24,1.99,1610541940
160,69.3833,178.4167,Leningradskiy,RU,-14.57,86,100,11.07,1610542034
161,-15.5333,167.1667,Luganville,VU,79.99,86,100,7.05,1610542037
162,65.282,-126.8329,Norman Wells,CA,-0.4,85,90,13.8,1610542038
163,-46.2817,169.8464,Kaitangata,NZ,56.68,96,60,2.71,1610542039
164,69.4865,88.3972,Talnakh,RU,-18.87,85,27,10.58,1610542040
165,52.7011,118.8077,Ust'-Karsk,RU,-14.8,84,93,1.88,1610542041
166,18.7333,-103.6833,Coahuayana Viejo,MX,69.69,52,54,3.71,1610542043
167,48.8264,58.1442,Emba,KZ,0.36,89,97,9.75,1610542044
168,23.2667,69.6667,Bhuj,IN,66.94,24,0,7.29,1610542045
169,55.1001,-105.2842,La Ronge,CA,23.0,86,100,6.91,1610542046
170,63.05,179.3167,Beringovskiy,RU,-15.52,85,100,10.09,1610542047
171,39.447,-86.1758,Bud,US,30.99,93,1,5.75,1610542049
172,9.4092,45.064,Oodweyne,SO,77.11,26,32,15.43,1610542051
173,53.0168,-112.8353,Camrose,CA,28.4,86,100,5.75,1610541903
174,48.5872,57.1869,Shubarshi,KZ,1.98,90,100,9.86,1610542053
175,73.5069,80.5464,Dikson,RU,-24.3,87,59,9.35,1610542054
176,50.6789,156.125,Severo-Kuril'sk,RU,18.59,88,94,12.33,1610542056
177,61.3833,152.75,Talaya,RU,-22.18,84,100,2.06,1610542057
178,30.3333,10.85,Nālūt,LY,56.53,36,50,10.85,1610542058
179,-20.0637,30.8277,Masvingo,ZW,81.79,58,11,12.8,1610542059
180,38.8876,-76.5119,Mayo,US,28.4,100,1,2.73,1610541761
181,-3.8004,102.2655,Bengkulu,ID,78.93,84,100,4.83,1610542061
182,47.6666,-52.7314,Torbay,CA,30.0,93,90,2.3,1610541882
183,51.6167,114.35,Karymskoye,RU,-14.69,82,0,2.08,1610542064
184,10.5669,72.642,Kavaratti,IN,76.3,83,100,4.14,1610542065
185,-0.9492,100.3543,Padang,ID,80.6,83,40,1.14,1610542066
186,21.3469,-158.0858,Makakilo City,US,77.0,69,40,9.22,1610542067
187,68.75,161.3,Cherskiy,RU,-17.32,85,100,11.7,1610542069
188,-8.7676,160.7034,Auki,SB,78.51,86,100,3.85,1610542070
189,65.9939,57.5281,Usinsk,RU,-14.22,84,32,7.87,1610542071
190,19.1082,-72.6938,Saint-Marc,HT,75.58,70,54,5.3,1610542072
191,-14.9261,-42.8192,Espinosa,BR,81.46,60,3,8.01,1610542073
192,-1.95,30.0588,Kigali,RW,77.04,59,51,6.91,1610541882
193,65.5833,-171.0,Lavrentiya,RU,-4.22,86,100,9.71,1610542076
194,63.7506,-68.5145,Iqaluit,CA,-4.0,77,90,12.66,1610541967
195,53.1873,158.3805,Yelizovo,RU,-0.4,65,0,8.95,1610542078
196,-33.6971,-53.4616,Chui,UY,71.28,48,0,6.06,1610542079
197,-28.65,153.6167,Byron Bay,AU,71.6,88,90,5.75,1610542080
198,-41.45,147.1667,Launceston,AU,63.0,88,40,5.75,1610542082
199,12.4498,10.0444,Hadejia,NG,90.7,10,1,12.1,1610542083
200,59.1167,159.9667,Palana,RU,2.82,97,100,9.33,1610542084
201,-5.1989,-35.4608,Touros,BR,82.4,74,75,16.11,1610542085
202,3.9366,41.867,Mandera,KE,95.27,18,0,12.95,1610542086
203,-5.8092,-61.3003,Manicoré,BR,83.14,70,99,3.29,1610542087
204,-16.4708,-54.6356,Rondonópolis,BR,87.82,54,95,3.71,1610542014
205,-24.7911,-50.0119,Castro,BR,72.03,81,99,8.32,1610542091
206,-43.3002,-65.1023,Rawson,AR,69.75,36,0,14.29,1610542092
207,-24.8667,113.6333,Carnarvon,AU,77.0,88,0,20.71,1610542093
208,31.3525,27.2453,Marsá Maţrūḩ,EG,66.2,52,40,18.41,1610542095
209,-16.2325,39.9086,Angoche,MZ,87.35,67,40,13.91,1610542096
210,48.0056,91.6419,Khovd,MN,12.51,77,81,11.56,1610542097
211,-20.9333,-66.2333,Atocha,BO,47.37,73,100,4.5,1610542098
212,28.3667,129.4833,Naze,JP,52.57,63,26,2.89,1610542099
213,35.8355,51.0103,Karaj,IR,51.8,32,0,11.5,1610542100
214,-22.2763,166.4572,Noumea,NC,81.0,88,90,5.75,1610542101
215,15.4,73.8,Mormugao,IN,86.0,58,20,6.91,1610542103
216,5.9667,80.4167,Weligama,LK,75.4,89,98,4.32,1610542104
217,20.8947,-156.47,Kahului,US,75.2,78,1,10.36,1610541878
218,29.0331,21.5482,Jalu,LY,63.72,44,100,19.35,1610542106
219,22.2855,114.1577,Hong Kong,HK,55.99,49,36,5.64,1610542008
220,-33.918,25.5701,Port Elizabeth,ZA,73.4,83,90,16.11,1610541949
221,-17.8,-63.1667,Santa Cruz de la Sierra,BO,75.2,88,75,12.66,1610542109
222,-35.1667,173.1667,Ahipara,NZ,62.35,90,11,5.3,1610542112
223,34.7992,48.5146,Hamadan,IR,59.0,25,0,4.61,1610541922
224,56.5072,56.0766,Chernushka,RU,-9.69,90,68,4.41,1610542114
225,12.6,77.0667,Maddūr,IN,78.8,57,40,10.11,1610542115
226,70.4692,-68.5914,Clyde River,CA,-14.8,84,1,5.75,1610542118
227,-13.2,49.05,Ambilobe,MG,81.64,82,36,8.9,1610542119
228,48.0,122.7167,Zhalantun,CN,-4.9,81,0,9.6,1610542120
229,72.7868,-56.1549,Upernavik,GL,12.4,96,100,17.72,1610542121
230,68.2191,-135.0107,Aklavik,CA,-4.0,84,100,2.3,1610542123
231,-41.8697,-73.8203,Ancud,CL,61.0,76,0,6.91,1610542124
232,33.194,-82.5271,Avera,US,41.0,93,90,5.75,1610542125
233,54.4299,31.8996,Sobolevo,RU,21.45,96,100,12.1,1610542127
234,-2.9248,-39.9167,Itarema,BR,85.87,59,100,11.27,1610542129
235,41.1415,-73.3579,Westport,US,33.01,74,90,3.53,1610542004
236,18.3851,42.4509,Faya,SA,64.4,45,40,13.8,1610542131
237,65.85,74.4859,Pangody,RU,6.71,94,99,20.11,1610542132
238,-21.15,149.2,Mackay,AU,78.8,83,90,20.71,1610541892
239,4.095,30.6779,Yei,SS,96.89,14,1,6.62,1610542134
240,-16.4833,-151.75,Faanui,PF,81.18,77,5,19.46,1610542136
241,57.0531,-135.33,Sitka,US,33.8,93,90,5.75,1610542137
242,3.8167,117.25,Sembakung,ID,82.4,89,20,3.44,1610542138
243,35.3029,37.1841,Abu Samrah,SY,64.98,36,100,19.53,1610542139
244,-33.1833,138.0167,Port Pirie,AU,66.2,77,40,16.11,1610542082
245,59.9911,30.1597,Lakhtinskiy,RU,8.6,78,75,17.9,1610542142
246,17.4924,44.1277,Najrān,SA,68.0,30,0,6.91,1610542144
247,-12.2333,136.7667,Nhulunbuy,AU,80.6,89,100,1.23,1610542145
248,47.05,25.5167,Bilbor,RO,37.99,21,100,7.9,1610542146
249,42.7356,45.5758,Itum-Kale,RU,57.85,43,60,11.18,1610542147
250,3.7667,12.25,Akonolinga,CM,94.91,19,0,4.85,1610542149
251,-25.2406,130.9889,Yulara,AU,98.6,12,49,6.91,1610542150
252,-20.5167,57.5167,Souillac,MU,84.2,70,20,12.66,1610542151
253,53.2515,39.1555,Dankov,RU,12.0,79,100,20.33,1610542152
254,25.5198,90.2201,Tura,IN,56.66,38,0,2.3,1610541902
255,5.9485,80.5353,Matara,LK,75.74,89,97,3.74,1610542154
256,5.3833,-52.95,Sinnamary,GF,79.11,84,100,13.53,1610542156
257,-43.5333,172.6333,Christchurch,NZ,63.0,94,90,4.61,1610541890
258,61.8106,51.5806,Kortkeros,RU,-22.0,76,0,2.24,1610542158
259,39.7684,-86.1555,Marion,US,30.99,86,1,6.91,1610541929
260,29.1081,21.2869,Awjilah,LY,63.75,43,100,19.55,1610542161
261,25.0865,-80.4473,Key Largo,US,64.0,74,33,1.99,1610542163
262,35.7333,140.8333,Hasaki,JP,32.0,93,20,1.14,1610542164
263,13.2167,-59.5167,Bathsheba,BB,78.8,83,40,16.11,1610542165
264,21.4612,-71.1419,Cockburn Town,TC,77.67,81,96,16.73,1610542166
265,60.0,17.75,Uppsala County,SE,32.0,100,90,11.5,1610542167
266,-20.1,146.2667,Charters Towers,AU,75.06,87,100,11.54,1610542168
267,-8.7537,148.2534,Popondetta,PG,76.12,93,100,2.44,1610542170
268,35.9947,119.3975,Mizhou,CN,32.54,84,0,3.13,1610542171
269,60.7522,-137.5108,Haines Junction,CA,8.6,85,100,1.14,1610542172
270,49.6333,117.3167,Zabaykal'sk,RU,-14.8,83,0,8.32,1610542173
271,16.3333,-15.0,Saint-Louis,SN,77.0,33,0,2.3,1610542174
272,46.1285,-112.9423,Anaconda,US,44.01,69,75,8.05,1610542175
273,-10.6167,150.6667,Samarai,PG,83.82,79,99,7.43,1610542178
274,14.7208,-92.4215,Puerto Madero,MX,76.06,63,0,2.77,1610542179
275,41.8069,126.9078,Linjiang,CN,7.47,89,0,2.8,1610542180
276,5.9758,-74.5885,Puerto Boyacá,CO,75.81,88,25,0.63,1610542181
277,67.6803,53.1512,Iskateley,RU,-9.45,82,38,10.31,1610541916
278,60.5544,-151.2583,Kenai,US,28.0,80,75,9.22,1610542056
279,11.9214,109.1591,Cam Ranh,VN,77.0,57,20,13.8,1610542185
280,-0.9833,-77.8167,Tena,EC,69.8,100,75,0.07,1610542186
281,33.3406,44.4009,Baghdad,IQ,71.6,24,0,8.05,1610542062
282,46.4856,135.8833,Vostok,RU,7.02,96,97,1.74,1610542188
283,51.5877,-2.9984,Newport,GB,52.0,92,100,1.99,1610542189
284,29.1212,71.7446,Yazman,PK,60.24,23,0,2.04,1610542191
285,-37.8333,140.7667,Mount Gambier,AU,55.4,76,0,6.91,1610542192
286,60.3964,-1.353,Brae,GB,41.0,81,40,9.22,1610542193
287,8.0086,-62.3989,Upata,VE,73.0,95,33,3.0,1610542194
288,41.8833,140.6833,Honchō,JP,28.04,91,100,1.19,1610542195
289,49.1667,-57.4316,Deer Lake,CA,28.4,80,90,5.75,1610542196
290,-25.4078,-52.4161,Laranjeiras do Sul,BR,77.36,77,7,5.1,1610542121
291,34.388,67.0233,Panjāb,AF,20.44,68,0,4.88,1610542199
292,53.0452,158.6483,Petropavlovsk-Kamchatskiy,RU,-0.4,65,0,8.95,1610542200
293,-8.3791,-74.5539,Pucallpa,PE,78.75,81,63,0.34,1610542203
294,11.5833,-15.0,Buba,GW,98.02,11,0,10.2,1610542205
295,1.1983,-70.1733,Mitú,CO,71.2,95,93,2.68,1610542206
296,43.3236,145.575,Nemuro,JP,29.64,92,19,15.35,1610542207
297,31.6725,38.6637,Turaif,SA,64.4,36,0,23.02,1610542208
298,-19.5167,45.4667,Miandrivazo,MG,91.38,55,73,9.22,1610542209
299,50.0334,-66.8654,Port-Cartier,CA,14.0,85,82,3.44,1610542210
300,64.2539,-15.2082,Hofn,IS,33.8,93,90,11.5,1610542213
301,20.8667,-90.4,Celestún,MX,70.09,94,100,1.41,1610542215
302,-3.2778,-39.2689,Trairi,BR,84.79,63,100,8.99,1610542216
303,-3.3167,17.3667,Bandundu Province,CD,94.62,43,36,3.11,1610542217
304,28.6803,121.4428,Jiaojiang,CN,46.99,28,0,4.03,1610542220
305,7.5264,-12.505,Bonthe,SL,85.77,66,54,3.65,1610542222
306,-25.2986,152.8535,Hervey Bay,AU,72.0,83,0,3.0,1610542223
307,-13.7,-76.2167,Pisco,PE,68.0,83,96,3.44,1610542225
308,37.2001,-94.3502,Jasper,US,33.01,80,1,8.05,1610542227
309,43.3665,-124.2179,Coos Bay,US,50.0,87,20,3.44,1610542158
310,42.2506,-75.833,Broome,US,28.0,80,90,4.61,1610542230
311,21.4267,39.8261,Makkah al Mukarramah,SA,82.96,27,0,10.0,1610542191
312,36.0986,120.3719,Qingdao,CN,39.2,41,0,6.71,1610542232
313,-17.4667,16.3333,Eenhana,NA,89.6,22,100,6.91,1610542233
314,-34.7333,135.8667,Port Lincoln,AU,59.38,79,1,5.91,1610542235
315,31.2581,117.2817,Lujiang,CN,48.0,45,0,8.95,1610542237
316,-5.2246,145.7966,Madang,PG,80.11,77,91,0.85,1610542238
317,5.3505,48.5268,Hobyo,SO,78.87,67,8,22.24,1610542239
318,-35.3333,-72.4167,Constitución,CL,64.78,38,5,2.46,1610542240
319,-19.8333,46.85,Betafo,MG,74.35,73,25,5.41,1610542241
320,-19.9842,57.6142,Cap Malheureux,MU,82.99,73,19,7.0,1610542242
321,14.6089,-61.0733,Fort Royal,MQ,78.8,83,75,8.05,1610542131
322,66.3167,-179.1667,Egvekinot,RU,-13.7,87,88,11.72,1610542245
323,12.0769,15.0306,Kousséri,CM,93.2,8,26,9.22,1610542246
324,6.0367,80.217,Galle,LK,75.45,89,100,5.21,1610542247
325,46.1262,-67.8403,Houlton,US,26.6,80,90,4.61,1610542066
326,19.3003,97.9685,Mae Hong Son,TH,71.6,68,20,1.81,1610542032
327,30.0561,70.6348,Dera Ghazi Khan,PK,61.9,23,7,2.04,1610542250
328,47.8405,-83.4034,Chapleau,CA,26.6,86,90,8.05,1610542252
329,52.7939,89.8983,Tashtyp,RU,12.36,90,100,10.54,1610542253
330,45.3167,55.2,Beyneu,KZ,34.14,83,2,18.66,1610542254
331,-3.432,10.6554,Mayumba,GA,75.18,92,100,8.43,1610542255
332,7.7669,-72.225,San Cristobal,VE,71.6,73,40,2.3,1610542257
333,27.7172,109.1853,Tongren,CN,50.34,48,27,1.01,1610542258
334,29.1925,72.8536,Fort Abbas,PK,60.73,26,0,0.69,1610542259
335,-11.55,20.7833,Lumeje,AO,79.39,60,99,5.23,1610542260
336,-14.9172,13.4925,Lubango,AO,80.6,41,20,11.5,1610542261
337,58.5169,-117.136,High Level,CA,15.8,92,1,4.61,1610542262
338,-23.7,133.8833,Alice Springs,AU,87.8,25,0,6.91,1610542266
339,-5.795,-35.2094,Natal,BR,82.4,74,40,9.22,1610542193
340,68.0531,39.5131,Ostrovnoy,RU,2.75,92,94,16.49,1610542268
341,49.2833,120.7333,Yakeshi,CN,-15.79,88,95,5.93,1610542270
342,-22.0799,-54.7874,Itapora,BR,87.31,54,6,3.36,1610542271
343,65.4625,12.1997,Brønnøysund,NO,24.8,58,0,10.36,1610542272
344,59.8518,48.2783,Oparino,RU,-15.95,89,0,4.23,1610542273
345,-19.5667,18.1167,Grootfontein,NA,77.0,65,40,4.61,1610542274
346,40.7391,-114.0733,West Wendover,US,19.4,86,1,3.83,1610542275
347,33.9674,36.6574,Yabrūd,SY,62.6,36,90,5.75,1610542277
348,-41.4122,175.5153,Waipawa,NZ,64.4,77,2,12.66,1610542278
349,18.6333,-91.8333,Ciudad del Carmen,MX,68.0,100,75,6.42,1610542279
350,32.2092,119.4342,Zhenjiang,CN,43.0,60,0,5.37,1610542280
351,52.0495,29.2456,Mazyr,BY,25.2,98,100,7.87,1610542283
352,7.9986,124.2928,Marawi,PH,80.01,87,100,3.0,1610542284
353,26.1842,127.7558,Nishihara,JP,60.8,50,75,9.22,1610542285
354,44.4386,20.6992,Mladenovac,RS,33.8,86,100,14.97,1610542287
355,-21.3393,55.4781,Saint-Pierre,RE,84.2,79,75,8.05,1610542083
356,50.5167,115.1333,Nizhniy Tsasuchey,RU,-9.56,81,0,1.74,1610542290
