,Latitude,Longitude,City,Country,Max Temp.,Humidity,Cloudiness,Windiness,Date
77,-15.7667,128.7333,Kununurra,AU,80.6,94,40,5.75,1610541927
80,-25.3333,-57.5333,San Lorenzo,PY,78.8,73,0,3.44,1610541931
82,-33.1416,-59.3097,Gualeguay,AR,77.05,44,0,8.86,1610541933
85,-33.5906,26.891,Port Alfred,ZA,70.0,93,100,1.99,1610541720
86,-45.4167,167.7167,Te Anau,NZ,55.22,85,68,3.0,1610541937
88,-39.0333,-67.5833,General Roca,AR,68.0,30,0,8.05,1610541940
93,-8.103,156.8419,Gizo Government Station,SB,83.16,78,75,11.07,1610541948
100,-8.65,115.2167,Denpasar,ID,80.6,83,40,6.91,1610541956
101,-42.8794,147.3294,Hobart,AU,64.4,72,90,10.36,1610541957
102,-28.7667,114.6,Geraldton,AU,73.4,78,0,23.02,1610541959
110,-6.1219,141.2906,Kiunga,PG,75.88,97,98,0.81,1610541969
112,-31.4333,152.9167,Port Macquarie,AU,66.99,96,25,7.85,1610541972
114,-38.0023,-57.5575,Mar del Plata,AR,69.8,52,0,11.5,1610541821
120,-34.5322,20.0403,Bredasdorp,ZA,77.0,65,100,19.57,1610541983
122,-22.6667,167.4833,Vao,NC,77.45,84,99,18.34,1610541985
123,-22.5594,17.0832,Windhoek,NA,78.8,65,100,8.05,1610541986
127,-20.4081,57.7,Mahébourg,MU,84.2,70,20,12.66,1610541991
129,-18.5067,-54.76,Coxim,BR,89.6,52,100,1.63,1610541994
131,-20.4667,22.7167,Sehithwa,BW,83.62,59,100,5.93,1610541996
133,-26.502,17.1583,Bethanien,NA,91.35,31,93,7.67,1610541999
141,-21.3585,55.7679,Saint-Philippe,RE,84.2,79,75,8.05,1610541787
142,-8.9266,125.4092,Airai,TL,63.54,100,100,2.04,1610542009
144,-24.5917,27.4116,Thabazimbi,ZA,89.01,42,100,1.99,1610542012
146,-15.1961,12.1522,Mossamedes,AO,82.4,54,20,16.11,1610542014
149,-33.8667,121.9,Esperance,AU,59.0,67,2,12.66,1610542018
155,-45.5752,-72.0662,Coyhaique,CL,48.2,81,75,1.79,1610542025
161,-15.5333,167.1667,Luganville,VU,79.99,86,100,7.05,1610542037
163,-46.2817,169.8464,Kaitangata,NZ,56.68,96,60,2.71,1610542039
179,-20.0637,30.8277,Masvingo,ZW,81.79,58,11,12.8,1610542059
181,-3.8004,102.2655,Bengkulu,ID,78.93,84,100,4.83,1610542061
185,-0.9492,100.3543,Padang,ID,80.6,83,40,1.14,1610542066
188,-8.7676,160.7034,Auki,SB,78.51,86,100,3.85,1610542070
191,-14.9261,-42.8192,Espinosa,BR,81.46,60,3,8.01,1610542073
192,-1.95,30.0588,Kigali,RW,77.04,59,51,6.91,1610541882
196,-33.6971,-53.4616,Chui,UY,71.28,48,0,6.06,1610542079
197,-28.65,153.6167,Byron Bay,AU,71.6,88,90,5.75,1610542080
198,-41.45,147.1667,Launceston,AU,63.0,88,40,5.75,1610542082
201,-5.1989,-35.4608,Touros,BR,82.4,74,75,16.11,1610542085
203,-5.8092,-61.3003,Manicoré,BR,83.14,70,99,3.29,1610542087
204,-16.4708,-54.6356,Rondonópolis,BR,87.82,54,95,3.71,1610542014
205,-24.7911,-50.0119,Castro,BR,72.03,81,99,8.32,1610542091
206,-43.3002,-65.1023,Rawson,AR,69.75,36,0,14.29,1610542092
207,-24.8667,113.6333,Carnarvon,AU,77.0,88,0,20.71,1610542093
209,-16.2325,39.9086,Angoche,MZ,87.35,67,40,13.91,1610542096
211,-20.9333,-66.2333,Atocha,BO,47.37,73,100,4.5,1610542098
214,-22.2763,166.4572,Noumea,NC,81.0,88,90,5.75,1610542101
220,-33.918,25.5701,Port Elizabeth,ZA,73.4,83,90,16.11,1610541949
221,-17.8,-63.1667,Santa Cruz de la Sierra,BO,75.2,88,75,12.66,1610542109
222,-35.1667,173.1667,Ahipara,NZ,62.35,90,11,5.3,1610542112
227,-13.2,49.05,Ambilobe,MG,81.64,82,36,8.9,1610542119
231,-41.8697,-73.8203,Ancud,CL,61.0,76,0,6.91,1610542124
234,-2.9248,-39.9167,Itarema,BR,85.87,59,100,11.27,1610542129
238,-21.15,149.2,Mackay,AU,78.8,83,90,20.71,1610541892
240,-16.4833,-151.75,Faanui,PF,81.18,77,5,19.46,1610542136
244,-33.1833,138.0167,Port Pirie,AU,66.2,77,40,16.11,1610542082
247,-12.2333,136.7667,Nhulunbuy,AU,80.6,89,100,1.23,1610542145
251,-25.2406,130.9889,Yulara,AU,98.6,12,49,6.91,1610542150
252,-20.5167,57.5167,Souillac,MU,84.2,70,20,12.66,1610542151
257,-43.5333,172.6333,Christchurch,NZ,63.0,94,90,4.61,1610541890
266,-20.1,146.2667,Charters Towers,AU,75.06,87,100,11.54,1610542168
267,-8.7537,148.2534,Popondetta,PG,76.12,93,100,2.44,1610542170
273,-10.6167,150.6667,Samarai,PG,83.82,79,99,7.43,1610542178
280,-0.9833,-77.8167,Tena,EC,69.8,100,75,0.07,1610542186
285,-37.8333,140.7667,Mount Gambier,AU,55.4,76,0,6.91,1610542192
290,-25.4078,-52.4161,Laranjeiras do Sul,BR,77.36,77,7,5.1,1610542121
293,-8.3791,-74.5539,Pucallpa,PE,78.75,81,63,0.34,1610542203
298,-19.5167,45.4667,Miandrivazo,MG,91.38,55,73,9.22,1610542209
302,-3.2778,-39.2689,Trairi,BR,84.79,63,100,8.99,1610542216
303,-3.3167,17.3667,Bandundu Province,CD,94.62,43,36,3.11,1610542217
306,-25.2986,152.8535,Hervey Bay,AU,72.0,83,0,3.0,1610542223
307,-13.7,-76.2167,Pisco,PE,68.0,83,96,3.44,1610542225
313,-17.4667,16.3333,Eenhana,NA,89.6,22,100,6.91,1610542233
314,-34.7333,135.8667,Port Lincoln,AU,59.38,79,1,5.91,1610542235
316,-5.2246,145.7966,Madang,PG,80.11,77,91,0.85,1610542238
318,-35.3333,-72.4167,Constitución,CL,64.78,38,5,2.46,1610542240
319,-19.8333,46.85,Betafo,MG,74.35,73,25,5.41,1610542241
320,-19.9842,57.6142,Cap Malheureux,MU,82.99,73,19,7.0,1610542242
331,-3.432,10.6554,Mayumba,GA,75.18,92,100,8.43,1610542255
335,-11.55,20.7833,Lumeje,AO,79.39,60,99,5.23,1610542260
336,-14.9172,13.4925,Lubango,AO,80.6,41,20,11.5,1610542261
338,-23.7,133.8833,Alice Springs,AU,87.8,25,0,6.91,1610542266
339,-5.795,-35.2094,Natal,BR,82.4,74,40,9.22,1610542193
342,-22.0799,-54.7874,Itapora,BR,87.31,54,6,3.36,1610542271
345,-19.5667,18.1167,Grootfontein,NA,77.0,65,40,4.61,1610542274
348,-41.4122,175.5153,Waipawa,NZ,64.4,77,2,12.66,1610542278
355,-21.3393,55.4781,Saint-Pierre,RE,84.2,79,75,8.05,1610542083
358,-46.1333,167.6833,Tuatapere,NZ,55.99,86,20,1.01,1610542292
363,-20.2078,57.7625,Quatre Cocos,MU,84.2,70,20,12.66,1610542298
373,-45.8742,170.5036,Dunedin,NZ,59.0,89,1,8.01,1610542311
376,-0.6136,-47.3561,Salinópolis,BR,81.46,82,100,9.55,1610542315
377,-0.9516,122.7875,Luwuk,ID,80.38,77,100,0.74,1610542316
378,-6.8886,109.6753,Pekalongan,ID,78.82,85,100,9.08,1610542317
379,-4.0181,-80.0197,Alamor,EC,75.2,88,75,2.3,1610542318
382,-16.8392,36.9856,Mocuba,MZ,91.85,56,60,1.36,1610542323
383,-20.7333,139.5,Mount Isa,AU,89.6,37,96,5.75,1610542324
386,-8.7597,-35.1047,Tamandaré,BR,82.58,66,44,9.51,1610542328
390,-3.6954,128.1814,Ambon City,ID,86.0,80,100,5.01,1610542332
391,-7.3817,108.2082,Kawalu,ID,74.77,90,100,2.39,1610542333
396,-34.4833,-54.3333,Rocha,UY,73.4,37,0,4.43,1610542339
400,-0.9131,122.8766,Biak,ID,79.18,80,100,1.34,1610542345
402,-29.2702,26.7052,Botshabelo,ZA,82.4,51,75,9.22,1610542347
406,-23.35,47.6,Vangaindrano,MG,85.46,69,0,9.06,1610542353
413,-21.6403,-41.0511,São João da Barra,BR,84.2,58,0,17.27,1610542335
415,-14.3167,-67.3833,Reyes,BO,78.8,94,40,1.43,1610542364
416,-4.2714,-81.2147,El Alto,PE,71.6,68,75,17.27,1610542365
424,-9.6567,120.2641,Waingapu,ID,81.18,80,43,2.75,1610542378
432,-12.974,40.5178,Pemba,MZ,82.4,83,75,11.5,1610542390
433,-7.8833,111.1167,Jatiroto,ID,75.43,83,100,3.33,1610542391
442,-20.7377,116.8463,Karratha,AU,93.7,35,22,14.43,1610542403
444,-33.0117,17.9442,Saldanha,ZA,89.6,70,0,11.5,1610542405
445,-0.8917,119.8707,Palu,ID,77.14,81,100,1.3,1610542407
450,-5.1206,-60.3797,Novo Aripuanã,BR,84.34,67,68,2.73,1610542415
452,-20.0167,148.2333,Bowen,AU,77.0,88,90,11.5,1610542418
454,-6.0911,-35.2086,Nísia Floresta,BR,82.4,74,40,9.22,1610542420
458,-24.2478,-51.6847,Ivaiporã,BR,79.09,72,25,6.64,1610542425
463,-2.7619,-42.2744,Tutóia,BR,86.0,66,20,13.8,1610542431
468,-9.2,25.85,Bukama,CD,80.24,78,100,1.48,1610542437
475,-6.2167,155.6333,Kieta,PG,80.29,74,87,4.14,1610542446
477,-14.4547,-56.8028,Nortelândia,BR,88.39,57,98,2.77,1610542449
480,-34.5833,150.8552,Flinders,AU,73.0,78,8,7.0,1610542452
492,-26.7852,-60.4388,Presidencia Roque Sáenz Peña,AR,79.0,79,100,4.0,1610542466
495,-36.827,-73.0498,Concepción,CL,57.2,72,0,5.75,1610542387
497,-2.5364,-57.76,Urucará,BR,76.39,94,100,2.28,1610542472
501,-3.3667,36.6833,Arusha,TZ,77.0,50,75,13.8,1610542477
503,-34.0527,23.3716,Plettenberg Bay,ZA,73.83,78,32,19.86,1610542479
505,-35.4333,-71.6667,Talca,CL,68.0,51,0,5.75,1610542482
506,-29.6842,-53.8069,Santa Maria,BR,71.6,78,75,14.97,1610542483
507,-10.075,-38.4808,Jeremoabo,BR,86.02,49,100,5.57,1610542484
508,-20.3297,-40.2925,Vila Velha,BR,86.0,61,40,6.91,1610542236
509,-0.8833,131.25,Sorong,ID,82.83,80,100,12.03,1610542486
510,-25.4,-70.4833,Taltal,CL,70.41,55,23,8.93,1610542487
511,-16.6228,-72.7111,Camaná,PE,72.19,70,58,8.05,1610542489
514,-33.963,22.4617,George,ZA,73.4,73,75,17.27,1610542492
515,-8.4667,140.3333,Merauke,ID,82.13,77,100,4.47,1610542494
517,-0.1934,-74.7819,Caucayá,CO,72.25,93,93,3.98,1610542497
519,-23.1333,150.7333,Yeppoon,AU,75.2,78,40,6.91,1610542500
523,-10.0681,-78.1522,Huarmey,PE,71.47,82,59,6.51,1610542507
525,-17.6394,-71.3375,Ilo,PE,69.8,73,35,8.05,1610542511
526,-0.7193,8.7815,Port-Gentil,GA,78.8,83,20,12.66,1610542512
530,-2.8856,-40.12,Acaraú,BR,85.15,61,100,11.61,1610542517
532,-31.95,141.4333,Broken Hill,AU,86.0,20,100,9.22,1610542519
534,-1.5746,9.2618,Omboué,GA,74.34,91,100,9.71,1610542521
