,Latitude,Longitude,City,Country,Max Temp.,Humidity,Cloudiness,Windiness,Date
241,57.0531,-135.33,Sitka,US,33.8,93,90,5.75,1610542137
242,3.8167,117.25,Sembakung,ID,82.4,89,20,3.44,1610542138
243,35.3029,37.1841,Abu Samrah,SY,64.98,36,100,19.53,1610542139
245,59.9911,30.1597,Lakhtinskiy,RU,8.6,78,75,17.9,1610542142
246,17.4924,44.1277,Najrān,SA,68.0,30,0,6.91,1610542144
248,47.05,25.5167,Bilbor,RO,37.99,21,100,7.9,1610542146
249,42.7356,45.5758,Itum-Kale,RU,57.85,43,60,11.18,1610542147
250,3.7667,12.25,Akonolinga,CM,94.91,19,0,4.85,1610542149
253,53.2515,39.1555,Dankov,RU,12.0,79,100,20.33,1610542152
254,25.5198,90.2201,Tura,IN,56.66,38,0,2.3,1610541902
255,5.9485,80.5353,Matara,LK,75.74,89,97,3.74,1610542154
256,5.3833,-52.95,Sinnamary,GF,79.11,84,100,13.53,1610542156
258,61.8106,51.5806,Kortkeros,RU,-22.0,76,0,2.24,1610542158
259,39.7684,-86.1555,Marion,US,30.99,86,1,6.91,1610541929
260,29.1081,21.2869,Awjilah,LY,63.75,43,100,19.55,1610542161
261,25.0865,-80.4473,Key Largo,US,64.0,74,33,1.99,1610542163
262,35.7333,140.8333,Hasaki,JP,32.0,93,20,1.14,1610542164
263,13.2167,-59.5167,Bathsheba,BB,78.8,83,40,16.11,1610542165
264,21.4612,-71.1419,Cockburn Town,TC,77.67,81,96,16.73,1610542166
265,60.0,17.75,Uppsala County,SE,32.0,100,90,11.5,1610542167
268,35.9947,119.3975,Mizhou,CN,32.54,84,0,3.13,1610542171
269,60.7522,-137.5108,Haines Junction,CA,8.6,85,100,1.14,1610542172
270,49.6333,117.3167,Zabaykal'sk,RU,-14.8,83,0,8.32,1610542173
271,16.3333,-15.0,Saint-Louis,SN,77.0,33,0,2.3,1610542174
272,46.1285,-112.9423,Anaconda,US,44.01,69,75,8.05,1610542175
274,14.7208,-92.4215,Puerto Madero,MX,76.06,63,0,2.77,1610542179
275,41.8069,126.9078,Linjiang,CN,7.47,89,0,2.8,1610542180
276,5.9758,-74.5885,Puerto Boyacá,CO,75.81,88,25,0.63,1610542181
277,67.6803,53.1512,Iskateley,RU,-9.45,82,38,10.31,1610541916
278,60.5544,-151.2583,Kenai,US,28.0,80,75,9.22,1610542056
279,11.9214,109.1591,Cam Ranh,VN,77.0,57,20,13.8,1610542185
281,33.3406,44.4009,Baghdad,IQ,71.6,24,0,8.05,1610542062
282,46.4856,135.8833,Vostok,RU,7.02,96,97,1.74,1610542188
283,51.5877,-2.9984,Newport,GB,52.0,92,100,1.99,1610542189
284,29.1212,71.7446,Yazman,PK,60.24,23,0,2.04,1610542191
286,60.3964,-1.353,Brae,GB,41.0,81,40,9.22,1610542193
287,8.0086,-62.3989,Upata,VE,73.0,95,33,3.0,1610542194
288,41.8833,140.6833,Honchō,JP,28.04,91,100,1.19,1610542195
289,49.1667,-57.4316,Deer Lake,CA,28.4,80,90,5.75,1610542196
291,34.388,67.0233,Panjāb,AF,20.44,68,0,4.88,1610542199
292,53.0452,158.6483,Petropavlovsk-Kamchatskiy,RU,-0.4,65,0,8.95,1610542200
294,11.5833,-15.0,Buba,GW,98.02,11,0,10.2,1610542205
295,1.1983,-70.1733,Mitú,CO,71.2,95,93,2.68,1610542206
296,43.3236,145.575,Nemuro,JP,29.64,92,19,15.35,1610542207
297,31.6725,38.6637,Turaif,SA,64.4,36,0,23.02,1610542208
299,50.0334,-66.8654,Port-Cartier,CA,14.0,85,82,3.44,1610542210
300,64.2539,-15.2082,Hofn,IS,33.8,93,90,11.5,1610542213
301,20.8667,-90.4,Celestún,MX,70.09,94,100,1.41,1610542215
304,28.6803,121.4428,Jiaojiang,CN,46.99,28,0,4.03,1610542220
305,7.5264,-12.505,Bonthe,SL,85.77,66,54,3.65,1610542222
308,37.2001,-94.3502,Jasper,US,33.01,80,1,8.05,1610542227
309,43.3665,-124.2179,Coos Bay,US,50.0,87,20,3.44,1610542158
310,42.2506,-75.833,Broome,US,28.0,80,90,4.61,1610542230
311,21.4267,39.8261,Makkah al Mukarramah,SA,82.96,27,0,10.0,1610542191
312,36.0986,120.3719,Qingdao,CN,39.2,41,0,6.71,1610542232
315,31.2581,117.2817,Lujiang,CN,48.0,45,0,8.95,1610542237
317,5.3505,48.5268,Hobyo,SO,78.87,67,8,22.24,1610542239
321,14.6089,-61.0733,Fort Royal,MQ,78.8,83,75,8.05,1610542131
322,66.3167,-179.1667,Egvekinot,RU,-13.7,87,88,11.72,1610542245
323,12.0769,15.0306,Kousséri,CM,93.2,8,26,9.22,1610542246
324,6.0367,80.217,Galle,LK,75.45,89,100,5.21,1610542247
325,46.1262,-67.8403,Houlton,US,26.6,80,90,4.61,1610542066
326,19.3003,97.9685,Mae Hong Son,TH,71.6,68,20,1.81,1610542032
327,30.0561,70.6348,Dera Ghazi Khan,PK,61.9,23,7,2.04,1610542250
328,47.8405,-83.4034,Chapleau,CA,26.6,86,90,8.05,1610542252
329,52.7939,89.8983,Tashtyp,RU,12.36,90,100,10.54,1610542253
330,45.3167,55.2,Beyneu,KZ,34.14,83,2,18.66,1610542254
332,7.7669,-72.225,San Cristobal,VE,71.6,73,40,2.3,1610542257
333,27.7172,109.1853,Tongren,CN,50.34,48,27,1.01,1610542258
334,29.1925,72.8536,Fort Abbas,PK,60.73,26,0,0.69,1610542259
337,58.5169,-117.136,High Level,CA,15.8,92,1,4.61,1610542262
340,68.0531,39.5131,Ostrovnoy,RU,2.75,92,94,16.49,1610542268
341,49.2833,120.7333,Yakeshi,CN,-15.79,88,95,5.93,1610542270
343,65.4625,12.1997,Brønnøysund,NO,24.8,58,0,10.36,1610542272
344,59.8518,48.2783,Oparino,RU,-15.95,89,0,4.23,1610542273
346,40.7391,-114.0733,West Wendover,US,19.4,86,1,3.83,1610542275
347,33.9674,36.6574,Yabrūd,SY,62.6,36,90,5.75,1610542277
349,18.6333,-91.8333,Ciudad del Carmen,MX,68.0,100,75,6.42,1610542279
350,32.2092,119.4342,Zhenjiang,CN,43.0,60,0,5.37,1610542280
351,52.0495,29.2456,Mazyr,BY,25.2,98,100,7.87,1610542283
352,7.9986,124.2928,Marawi,PH,80.01,87,100,3.0,1610542284
353,26.1842,127.7558,Nishihara,JP,60.8,50,75,9.22,1610542285
354,44.4386,20.6992,Mladenovac,RS,33.8,86,100,14.97,1610542287
356,50.5167,115.1333,Nizhniy Tsasuchey,RU,-9.56,81,0,1.74,1610542290
357,19.75,10.25,Agadez,NE,77.88,17,100,8.41,1610542215
359,36.2505,-121.2516,Monterey,US,48.2,81,1,3.44,1610542293
360,62.6946,25.818,Äänekoski,FI,3.99,78,75,10.36,1610542294
361,13.3258,-1.5347,Kongoussi,BF,94.91,9,0,17.4,1610542295
362,53.9353,139.9242,Mnogovershinnyy,RU,-14.94,87,100,2.71,1610542297
364,53.5317,119.4519,Klyuchevskiy,RU,-17.27,88,89,1.1,1610542299
365,60.3725,93.0408,Severo-Yeniseyskiy,RU,-16.2,89,100,5.01,1610542302
366,53.3808,142.9564,Tungor,RU,-8.77,87,100,9.53,1610542303
367,14.8961,-24.4956,São Filipe,CV,73.06,70,93,9.17,1610542304
368,60.1545,-1.1494,Lerwick,GB,41.0,81,40,9.22,1610542305
369,39.05,-95.7669,Shawnee,US,33.8,69,1,8.7,1610542306
370,70.8578,29.0864,Berlevåg,NO,10.4,44,0,39.12,1610542307
371,70.3705,31.1107,Vardø,NO,3.2,78,99,42.57,1610542309
372,54.7183,135.315,Chumikan,RU,-12.77,87,100,0.31,1610542310
374,37.5527,45.0761,Urmia,IR,41.0,56,75,4.61,1610542312
375,68.7098,-52.8699,Aasiaat,GL,24.69,98,100,5.55,1610542313
380,41.1231,80.2644,Aksu,CN,21.61,73,0,4.0,1610542319
381,40.5982,-124.1573,Fortuna,US,57.99,100,90,5.75,1610542281
384,10.2283,2.6634,Bembèrèkè,BJ,96.46,9,0,5.48,1610542325
385,46.8168,-64.0654,Alberton,CA,28.4,86,100,10.36,1610542326
387,2.05,99.75,Bandar,ID,74.71,92,100,1.23,1610542329
388,69.4719,25.5112,Karasjok,NO,-2.2,71,20,23.02,1610542330
389,41.9563,42.9566,Khani,GE,66.2,45,90,20.71,1610542331
392,37.7333,-25.6667,Ponta Delgada,PT,60.8,94,40,5.75,1610542335
393,30.15,62.6,Rūdbār,AF,53.73,31,0,2.24,1610542336
394,7.9175,125.33,Halapitan,PH,72.88,91,93,1.77,1610542337
395,10.9333,108.1,Phan Thiet,VN,70.61,80,2,6.02,1610542338
397,43.4065,-124.2243,North Bend,US,50.0,87,20,3.44,1610542048
398,10.9878,-74.9547,Puerto Colombia,CO,79.03,76,83,17.34,1610542343
399,27.9054,-15.4461,Agüimes,ES,66.2,55,40,19.57,1610542344
401,6.4965,2.6036,Porto-Novo,BJ,86.0,74,40,14.97,1610542270
403,50.7214,136.6319,Solnechnyy,RU,-6.77,87,100,6.8,1610542349
404,25.8,113.0333,Chenzhou,CN,51.08,45,36,2.26,1610542350
405,64.8945,-23.7142,Olafsvik,IS,39.49,87,100,25.99,1610542352
407,50.3164,-122.8027,Pemberton,CA,42.8,87,40,11.5,1610542354
408,7.6667,36.8333,Jimma,ET,74.73,50,65,2.08,1610542356
409,20.7,-105.2,Ixtapa,MX,57.2,94,75,3.44,1610542357
410,19.4167,-104.7,Las Juntas,MX,64.83,50,100,4.72,1610542358
411,50.2001,-66.3821,Sept-Îles,CA,14.0,85,94,3.44,1610542359
412,42.1584,-72.3287,Palmer,US,25.0,93,1,2.51,1610542360
414,30.3658,-88.5561,Pascagoula,US,35.6,100,90,5.75,1610542363
417,49.7838,129.4121,Raychikhinsk,RU,-6.09,91,100,8.3,1610542366
418,30.4833,-115.95,San Quintín,MX,54.54,46,0,1.3,1610542367
419,47.5002,-111.3008,Great Falls,US,50.0,46,1,19.57,1610542369
420,6.8833,73.1,Dhidhdhoo,MV,77.77,85,100,10.98,1610542351
421,2.8197,-60.6733,Boa Vista,BR,78.8,73,75,8.05,1610542260
422,14.0,-7.75,Koulikoro,ML,93.56,10,0,15.05,1610542373
423,60.1432,-45.2371,Nanortalik,GL,30.13,95,100,19.69,1610542377
425,32.767,22.6367,Darnah,LY,60.82,57,0,25.39,1610542379
426,14.8888,5.2692,Tahoua,NE,89.6,9,0,4.61,1610542380
427,14.3,121.0167,Carmona,PH,78.8,73,40,9.22,1610542381
428,12.2175,4.3792,Jega,NG,94.95,9,0,14.52,1610542384
429,61.3614,63.5842,Sovetskiy,RU,-11.31,86,0,3.96,1610542385
430,60.9736,40.257,Konosha,RU,-18.44,88,0,5.53,1610542386
431,5.4112,100.3354,George Town,MY,84.2,65,20,5.75,1610542199
434,27.181,31.1837,Assiut,EG,71.6,40,0,17.27,1610542392
435,57.6464,56.4952,Kukushtan,RU,-11.2,70,0,4.47,1610542394
436,34.5667,76.1,Kargil,IN,-6.38,62,0,2.1,1610542396
437,53.1939,107.3397,Khuzhir,RU,3.52,83,100,4.29,1610542397
438,58.787,56.1489,Chermoz,RU,-11.34,88,0,2.95,1610542398
439,55.75,25.85,Dusetos,LT,27.75,96,100,10.76,1610542399
440,65.8522,44.24,Mezen',RU,-13.41,86,65,4.74,1610542400
441,63.8424,-22.4338,Grindavik,IS,41.0,87,90,41.43,1610542401
443,64.75,177.4833,Anadyr,RU,-9.4,77,40,11.18,1610542404
446,17.0151,54.0924,Salalah,OM,84.2,16,0,21.85,1610542410
447,22.8134,115.8257,Jieshi,CN,55.99,57,0,1.01,1610542411
448,47.6461,42.1019,Tsimlyansk,RU,38.55,96,100,15.21,1610542412
449,20.931,-17.0347,Nouadhibou,MR,68.0,42,0,21.85,1610542414
451,9.45,-5.6333,Korhogo,CI,95.92,16,22,5.95,1610542417
453,47.4667,84.8667,Zaysan,KZ,6.35,93,100,6.98,1610542419
455,64.8569,-147.8028,College,US,6.01,77,40,2.13,1610542421
456,22.8167,108.3167,Nanning,CN,57.2,35,0,2.24,1610542423
457,18.8059,-71.2299,San Juan de la Maguana,DO,66.2,94,40,6.91,1610542424
459,52.4201,136.4853,Imeni Poliny Osipenko,RU,-12.3,89,100,10.09,1610542426
460,55.3422,-131.6461,Ketchikan,US,33.8,100,1,5.75,1610542427
461,50.6996,-127.4199,Port Hardy,CA,41.0,87,90,9.22,1610542428
462,10.5222,7.4383,Kaduna,NG,93.02,10,0,4.63,1610542430
464,59.2353,163.0719,Ossora,RU,-7.2,79,53,3.51,1610542432
465,42.8,93.45,Kumul,CN,20.97,80,100,6.24,1610542433
466,43.6702,-7.4101,Cervo,ES,50.63,64,0,1.57,1610542434
467,46.6166,10.7002,Laas,IT,44.01,37,0,5.75,1610542436
469,40.2833,97.2,Yumen,CN,30.9,63,100,17.52,1610542438
470,65.8167,87.9833,Turukhansk,RU,11.91,96,100,10.4,1610542439
471,49.7834,-74.8492,Chapais,CA,24.8,86,90,8.05,1610542440
472,20.75,-105.3333,Bucerías,MX,57.2,94,75,3.44,1610542441
473,44.6453,-63.5724,Halifax,CA,27.0,93,75,4.61,1610542189
474,25.3,91.7,Cherrapunjee,IN,46.96,78,2,4.05,1610542445
476,48.8333,18.25,Trencin,SK,34.0,74,100,11.01,1610542448
478,56.45,138.1667,Ayan,RU,-13.72,79,82,2.53,1610542450
479,4.1748,73.5089,Malé,MV,82.4,78,75,11.5,1610542451
481,24.0934,32.907,Aswān,EG,82.04,18,100,5.3,1610542454
482,20.7147,-77.9956,Santa Cruz del Sur,CU,72.57,89,64,10.69,1610542455
483,10.9995,122.6711,Dingle,PH,74.35,86,28,7.96,1610542456
484,10.6129,12.1946,Biu,NG,89.64,11,98,6.15,1610542457
485,69.3,139.9,Deputatsky,RU,-37.53,74,43,0.69,1610542458
486,56.6175,8.1807,Harboøre,DK,33.01,84,98,1.99,1610542459
487,34.1667,77.5833,Leh,IN,11.25,38,0,1.3,1610542343
488,28.963,-13.5477,Arrecife,ES,66.2,59,20,6.91,1610542462
489,65.441,52.1498,Ust-Tsilma,RU,-12.37,88,58,3.24,1610542463
490,40.5219,-111.9391,Riverton,US,36.0,69,90,6.91,1610542211
491,37.4994,23.4536,Poros,GR,57.99,50,69,17.0,1610542465
493,39.2446,55.5154,Bereket,TM,40.86,69,0,18.07,1610542468
494,60.7161,-135.0538,Whitehorse,CA,26.6,68,75,9.22,1610542469
496,60.4167,134.5333,Ust-Maya,RU,-46.53,76,62,1.01,1610542471
498,18.6853,12.9164,Bilma,NE,85.78,13,53,14.94,1610542473
499,19.3333,79.4833,Kothāpet,IN,75.45,39,100,3.04,1610542475
500,47.2333,22.4167,Popeşti,RO,32.0,100,40,3.44,1610542476
502,5.4112,100.3354,George Town,MY,84.2,65,20,5.75,1610542224
504,24.7333,89.8333,Sarishābāri,BD,67.06,52,0,1.63,1610542480
512,39.9256,9.6572,Tortolì,IT,62.6,42,20,20.71,1610542490
513,63.7553,121.6247,Vilyuysk,RU,-32.37,83,95,5.97,1610542491
516,57.8987,-5.1604,Ullapool,GB,39.0,69,100,13.0,1610542496
518,58.77,47.9564,Darovskoy,RU,-15.7,88,0,4.29,1610542498
520,57.9375,69.0217,Vagay,RU,-21.06,86,0,4.9,1610542501
521,30.4397,48.1664,Khorramshahr,IR,71.6,33,0,9.22,1610542505
522,62.5353,113.9611,Mirny,RU,-23.84,85,100,7.38,1610542506
524,50.8552,0.5729,Hastings,GB,48.0,89,100,3.0,1610542508
527,21.2833,-89.6667,Progreso,MX,70.0,100,90,3.44,1610542513
